ons_id,ons_region_id,constituency_name,county_name,region_name,country_name,constituency_type,time_recorded,result,party_abbreviation,party_name,title,firstname,surname,middlenames,mnis_id,date_of_birth,gender,reelected_mp,former_mp
E14000858,E12000004,North West Leicestershire,Leicestershire,East Midlands,England,County,2019-12-16 16:35:15.348904,Con hold,Con,Conservative,"",Andrew,Bridgen,James,4133,1964-10-28,Male,Yes,Yes
E14000859,E12000006,North West Norfolk,Norfolk,East,England,County,2019-12-16 15:14:48.422489,Con hold,Con,Conservative,,James,Wild,Oliver,,,Male,No,No
E14000860,E12000009,North Wiltshire,Wiltshire,South West,England,County,2019-12-17 11:16:13.159434,Con hold,Con,Conservative,"",James,Gray,Whiteside,261,1954-11-07,Male,Yes,Yes
E14000863,E12000006,Norwich North,Norfolk,East,England,Borough,2019-12-14 15:34:26.353612,Con hold,Con,Conservative,,Chloe,Smith,Rebecca,1609,1982-05-17,Female,Yes,Yes
E14000864,E12000006,Norwich South,Norfolk,East,England,Borough,2019-12-16 15:17:21.734425,Lab hold,Lab,Labour,,Clive,Lewis,Anthony,4500,1971-09-11,Male,Yes,Yes
E14000865,E12000004,Nottingham East,Nottinghamshire,East Midlands,England,Borough,2019-12-16 16:38:22.769338,Lab hold,Lab,Labour,,Nadia,Whittome,Edith,,,Female,No,No
E14000866,E12000004,Nottingham North,Nottinghamshire,East Midlands,England,Borough,2019-12-16 16:28:17.923734,Lab hold,Lab,Labour and Co-operative,,Alex,Norris,James Jorden,4641,1984-02-04,Male,Yes,Yes
E14000867,E12000004,Nottingham South,Nottinghamshire,East Midlands,England,Borough,2019-12-16 16:26:21.781163,Lab hold,Lab,Labour,"",Lilian,Greenwood,Rachel,4029,1966-03-26,Female,Yes,Yes
E14000868,E12000005,Nuneaton,Warwickshire,West Midlands,England,County,2019-12-14 16:12:17.318992,Con hold,Con,Conservative,Mr,Marcus,Jones,Charles,4024,1974-04-05,Male,Yes,Yes
S14000050,S92000003,Ochil and South Perthshire,Scotland,Scotland,Scotland,County,2019-12-14 16:21:57.290367,SNP gain from Con,SNP,Scottish National Party,,John,Nicolson,MacKenzie,4415,1961-06-23,Male,No,Yes
W07000074,W92000004,Ogmore,Gwent and Mid Glamorgan,Wales,Wales,County,2019-12-16 15:40:50.742291,Lab hold,Lab,Labour,,Chris,Elmore,Philip James,4572,1983-12-23,Male,Yes,Yes
E14000869,E12000007,Old Bexley and Sidcup,London,London,England,Borough,2019-12-16 15:00:58.505197,Con hold,Con,Conservative,,James,Brokenshire,Peter,1530,1968-01-07,Male,Yes,Yes
E14000870,E12000002,Oldham East and Saddleworth,Greater Manchester,North West,England,County,2019-12-17 13:40:49.065246,Lab hold,Lab,Labour,,Debbie,Abrahams,Angela Elspeth Marie,4212,1960-09-15,Female,Yes,Yes
E14000871,E12000002,Oldham West and Royton,Greater Manchester,North West,England,Borough,2019-12-17 13:41:22.549395,Lab hold,Lab,Labour and Co-operative,,Jim,McMahon,"",4569,1980-07-07,Male,Yes,Yes
S14000051,S92000003,Orkney and Shetland,Scotland,Scotland,Scotland,County,2019-12-16 14:50:58.27571,LD hold,LD,Liberal Democrat,Mr,Alistair,Carmichael,Morrison,1442,1965-07-15,Male,Yes,Yes
E14000872,E12000007,Orpington,London,London,England,Borough,2019-12-16 13:38:36.358104,Con hold,Con,Conservative,Mr,Gareth,Bacon,Andrew,,1972-04-07,Male,No,No
E14000873,E12000008,Oxford East,Oxfordshire,South East,England,Borough,2019-12-17 11:33:56.270327,Lab hold,Lab,Labour and Co-operative,"",Anneliese,Dodds,Jane,4657,1978-03-16,Female,Yes,Yes
E14000874,E12000008,Oxford West and Abingdon,Oxfordshire,South East,England,County,2019-12-17 13:36:56.76861,LD hold,LD,Liberal Democrat,"",Layla,Moran,Michelle,4656,1982-09-12,Female,Yes,Yes
S14000052,S92000003,Paisley and Renfrewshire North,Scotland,Scotland,Scotland,County,2019-12-14 16:43:17.175506,SNP hold,SNP,Scottish National Party,"",Gavin,Newlands,Andrew Stuart,4420,1980-02-02,Male,Yes,Yes
S14000053,S92000003,Paisley and Renfrewshire South,Scotland,Scotland,Scotland,County,2019-12-14 16:39:03.734337,SNP hold,SNP,Scottish National Party,"",Mhairi,Black,"",4421,1994-09-12,Female,Yes,Yes
E14000875,E12000002,Pendle,Lancashire,North West,England,Borough,2019-12-14 16:09:52.616124,Con hold,Con,Conservative,,Andrew,Stephenson,George,4044,1981-02-17,Male,Yes,Yes
E14000876,E12000003,Penistone and Stocksbridge,South Yorkshire,Yorkshire and The Humber,England,County,2019-12-16 11:09:12.45493,Con gain from Lab,Con,Conservative,,Miriam,Cates,Joy,,,Female,No,No
E14000877,E12000002,Penrith and The Border,Cumbria,North West,England,County,2019-12-14 16:12:41.168805,Con hold,Con,Conservative,Dr,Neil,Hudson,Peter Hammerton,,,Male,No,No
S14000054,S92000003,Perth and North Perthshire,Scotland,Scotland,Scotland,County,2019-12-16 16:11:28.13145,SNP hold,SNP,Scottish National Party,,Pete,Wishart,"",1440,1962-03-09,Male,Yes,Yes
E14000878,E12000006,Peterborough,Cambridgeshire,East,England,Borough,2019-12-14 15:35:51.393403,Con gain from Lab,Con,Conservative,,Paul,Bristow,"",,,Male,No,No
E14000879,E12000009,"Plymouth, Moor View",Devon,South West,England,Borough,2019-12-17 10:49:05.881472,Con hold,Con,Conservative,"",Johnny,Mercer,"",4485,1981-08-17,Male,Yes,Yes
E14000880,E12000009,"Plymouth, Sutton and Devonport",Devon,South West,England,Borough,2019-12-17 11:01:50.726476,Lab hold,Lab,Labour and Co-operative,"",Luke,Pollard,"",4682,1980-04-10,Male,Yes,Yes
W07000075,W92000004,Pontypridd,Gwent and Mid Glamorgan,Wales,Wales,County,2019-12-16 14:39:12.788169,Lab hold,Lab,Labour,,Alex,Davies-Jones,"",,,Female,No,No
E14000881,E12000009,Poole,Dorset,South West,England,Borough,2019-12-14 16:19:51.82327,Con hold,Con,Conservative,Mr,Robert,Syms,Andrew Raymond,245,1956-08-15,Male,Yes,Yes
E14000882,E12000007,Poplar and Limehouse,London,London,England,Borough,2019-12-16 14:41:31.880463,Lab hold,Lab,Labour,,Apsana,Begum,"",,,Female,No,No
E14000883,E12000008,Portsmouth North,Hampshire,South East,England,Borough,2019-12-17 10:30:48.151553,Con hold,Con,Conservative,,Penny,Mordaunt,Mary,4017,1973-03-04,Female,Yes,Yes
E14000884,E12000008,Portsmouth South,Hampshire,South East,England,Borough,2019-12-17 10:33:01.09896,Lab hold,Lab,Labour,"",Stephen,Morgan,James,4653,1981-01-17,Male,Yes,Yes
W07000065,W92000004,Preseli Pembrokeshire,Dyfed,Wales,Wales,County,2019-12-16 14:40:07.206926,Con hold,Con,Conservative,"",Stephen,Crabb,"",1554,1973-01-20,Male,Yes,Yes
E14000885,E12000002,Preston,Lancashire,North West,England,Borough,2019-12-17 12:12:44.614012,Lab hold,Lab,Labour and Co-operative,Mr,Mark,Hendrick,Phillip,473,1958-11-02,Male,Yes,Yes
E14000886,E12000003,Pudsey,West Yorkshire,Yorkshire and The Humber,England,Borough,2019-12-14 15:59:06.286752,Con hold,Con,Conservative,,Stuart,Andrew,James,4032,1971-11-25,Male,Yes,Yes
E14000887,E12000007,Putney,London,London,England,Borough,2019-12-16 14:43:41.381341,Lab gain from Con,Lab,Labour,,Fleur,Anderson,"",,,Female,No,No
E14000888,E12000006,Rayleigh and Wickford,Essex,East,England,County,2019-12-14 15:40:51.12951,Con hold,Con,Conservative,Mr,Mark,Francois,Gino,1444,1965-08-14,Male,Yes,Yes
E14000889,E12000008,Reading East,Berkshire,South East,England,Borough,2019-12-14 15:23:33.809859,Lab hold,Lab,Labour,"",Mathew,Rodda,Richard Allen,4654,1966-12-15,Male,Yes,Yes
E14000890,E12000008,Reading West,Berkshire,South East,England,County,2019-12-14 15:22:48.889331,Con hold,Con,Conservative,"",Alok,Sharma,Kumar,4014,1967-09-07,Male,Yes,Yes
E14000891,E12000001,Redcar,Cleveland,North East,England,Borough,2019-12-14 15:46:45.996728,Con gain from Lab Coop,Con,Conservative,,Jacob,Young,"",,,Male,No,No
E14000892,E12000005,Redditch,Hereford and Worcester,West Midlands,England,County,2019-12-16 15:40:31.28557,Con hold,Con,Conservative,"",Rachel,Maclean,Helen,4668,1965-10-03,Female,Yes,Yes
E14000893,E12000008,Reigate,Surrey,South East,England,Borough,2019-12-17 13:33:31.151467,Con hold,Con,Conservative,,Crispin,Blunt,Jeremy Rupert,104,1960-07-15,Male,Yes,Yes
W07000052,W92000004,Rhondda,Gwent and Mid Glamorgan,Wales,Wales,County,2019-12-16 14:41:14.272109,Lab hold,Lab,Labour,,Chris,Bryant,John,1446,1962-01-11,Male,Yes,Yes
E14000894,E12000002,Ribble Valley,Lancashire,North West,England,County,2019-12-17 12:23:46.589226,Con hold,Con,Conservative,Mr,Nigel,Evans,Martin,474,1957-11-10,Male,Yes,Yes
E14000896,E12000007,Richmond Park,London,London,England,Borough,2019-12-14 16:44:28.599221,LD gain from Con,LD,Liberal Democrat,,Sarah,Olney,Jane,4591,1977-01-11,Female,No,Yes
E14000895,E12000003,Richmond (Yorks),North Yorkshire,Yorkshire and The Humber,England,County,2019-12-14 16:00:04.520676,Con hold,Con,Conservative,,Rishi,Sunak,"",4483,1980-05-12,Male,Yes,Yes
E14000897,E12000002,Rochdale,Greater Manchester,North West,England,County,2019-12-14 16:16:38.923995,Lab hold,Lab,Labour,,Tony,Lloyd,Joseph,450,1950-02-25,Male,Yes,Yes
E14000898,E12000008,Rochester and Strood,Kent,South East,England,County,2019-12-14 15:21:41.617376,Con hold,Con,Conservative,"",Kelly,Tolhurst,Jane,4487,1978-08-23,Female,Yes,Yes
E14000899,E12000006,Rochford and Southend East,Essex,East,England,County,2019-12-17 10:38:58.871877,Con hold,Con,Conservative,,James,Duddridge,Philip,1559,1971-08-26,Male,Yes,Yes
E14000900,E12000007,Romford,London,London,England,Borough,2019-12-16 13:35:13.66365,Con hold,Con,Conservative,"",Andrew,Rosindell,Richard,1447,1966-03-17,Male,Yes,Yes
E14000901,E12000008,Romsey and Southampton North,Hampshire,South East,England,County,2019-12-14 15:20:33.903233,Con hold,Con,Conservative,"",Caroline,Nokes,Fiona Ellen,4048,1972-06-26,Female,Yes,Yes
E14000902,E12000002,Rossendale and Darwen,Lancashire,North West,England,Borough,2019-12-16 15:28:32.241393,Con hold,Con,Conservative,,Jake,Berry,Jacob Gilchrist,4060,1978-12-29,Male,Yes,Yes
S14000055,S92000003,"Ross, Skye and Lochaber",Scotland,Scotland,Scotland,County,2019-12-16 13:33:26.368996,SNP hold,SNP,Scottish National Party,"",Ian,Blackford,"",4390,1961-05-14,Male,Yes,Yes
E14000904,E12000003,Rotherham,South Yorkshire,Yorkshire and The Humber,England,Borough,2019-12-14 16:01:10.642919,Lab hold,Lab,Labour,,Sarah,Champion,Deborah,4267,1969-03-10,Female,Yes,Yes
E14000903,E12000003,Rother Valley,South Yorkshire,Yorkshire and The Humber,England,County,2019-12-14 16:02:01.861027,Con gain from Lab,Con,Conservative,,Alexander,Stafford,"",,,Male,No,No
E14000905,E12000005,Rugby,Warwickshire,West Midlands,England,County,2019-12-17 10:38:59.72271,Con hold,Con,Conservative,"",Mark,Pawsey,Julian Francis,4052,1957-01-16,Male,Yes,Yes
E14000906,E12000007,"Ruislip, Northwood and Pinner",London,London,England,Borough,2019-12-14 16:45:10.799771,Con hold,Con,Conservative,,David,Simmonds,Timothy,,,Male,No,No
E14000907,E12000008,Runnymede and Weybridge,Surrey,South East,England,County,2019-12-16 16:21:53.283069,Con hold,Con,Conservative,Dr,Ben,Spencer,"",,,Male,No,No
E14000908,E12000004,Rushcliffe,Nottinghamshire,East Midlands,England,County,2019-12-14 16:32:09.128068,Con hold,Con,Conservative,,Ruth,Edwards,Rosamond,,,Female,No,No
S14000056,S92000003,Rutherglen and Hamilton West,Scotland,Scotland,Scotland,Borough,2019-12-14 16:17:49.993386,SNP gain from Lab Coop,SNP,Scottish National Party,,Margaret,Ferrier,"",4386,1960-09-10,Female,No,Yes
E14000909,E12000004,Rutland and Melton,Leicestershire,East Midlands,England,County,2019-12-17 15:30:39.954099,Con hold,Con,Conservative,,Alicia,Kearns,Alexandra Martha,,,Female,No,No
E14000910,E12000006,Saffron Walden,Essex,East,England,County,2019-12-14 15:42:43.289921,Con hold,Con,Conservative,,Kemi,Badenoch,"",4597,1980-01-01,Female,Yes,Yes
E14000911,E12000002,Salford and Eccles,Greater Manchester,North West,England,Borough,2019-12-17 10:35:18.297318,Lab hold,Lab,Labour,,Rebecca,Long-Bailey,"",4396,1979-09-22,Female,Yes,Yes
E14000912,E12000009,Salisbury,Wiltshire,South West,England,County,2019-12-17 11:21:42.753965,Con hold,Con,Conservative,"",John,Glen,Philip,4051,1974-04-01,Male,Yes,Yes
E14000913,E12000003,Scarborough and Whitby,North Yorkshire,Yorkshire and The Humber,England,County,2019-12-16 11:08:46.333972,Con hold,Con,Conservative,Mr,Robert,Goodwill,"",1562,1956-12-31,Male,Yes,Yes
E14000914,E12000003,Scunthorpe,Humberside,Yorkshire and The Humber,England,County,2019-12-16 15:41:42.015597,Con gain from Lab,Con,Conservative,,Holly,Mumby-Croft,"",,,Female,No,No
E14000915,E12000001,Sedgefield,Durham,North East,England,County,2019-12-14 15:47:21.136565,Con gain from Lab,Con,Conservative,,Paul,Howell,"",,,Male,No,No
E14000916,E12000002,Sefton Central,Merseyside,North West,England,County,2019-12-16 15:47:31.496385,Lab hold,Lab,Labour,,Bill,Esterson,Roffen,4061,1966-10-27,Male,Yes,Yes
E14000917,E12000003,Selby and Ainsty,North Yorkshire,Yorkshire and The Humber,England,County,2019-12-14 16:03:00.845606,Con hold,Con,Conservative,,Nigel,Adams,"",4057,1966-11-30,Male,Yes,Yes
E14000918,E12000008,Sevenoaks,Kent,South East,England,County,2019-12-14 15:19:37.935225,Con hold,Con,Conservative,,Laura,Trott,"",,,Female,No,No
E14000921,E12000003,"Sheffield, Brightside and Hillsborough",South Yorkshire,Yorkshire and The Humber,England,Borough,2019-12-14 16:16:22.682569,Lab hold,Lab,Labour,,Gill,Furniss,"",4571,1957-03-14,Female,Yes,Yes
E14000919,E12000003,Sheffield Central,South Yorkshire,Yorkshire and The Humber,England,Borough,2019-12-14 16:04:25.803025,Lab hold,Lab,Labour,,Paul,Blomfield,Christopher,4058,1953-08-25,Male,Yes,Yes
E14000922,E12000003,"Sheffield, Hallam",South Yorkshire,Yorkshire and The Humber,England,County,2019-12-14 16:05:23.162033,Lab hold,Lab,Labour,,Olivia,Blake,Frances,,,Female,No,No
E14000923,E12000003,"Sheffield, Heeley",South Yorkshire,Yorkshire and The Humber,England,Borough,2019-12-14 16:06:16.75626,Lab hold,Lab,Labour,"",Louise,Haigh,"",4473,1987-07-22,Female,Yes,Yes
E14000920,E12000003,Sheffield South East,South Yorkshire,Yorkshire and The Humber,England,Borough,2019-12-14 16:18:41.124386,Lab hold,Lab,Labour,Mr,Clive,Betts,James Charles,394,1950-01-13,Male,Yes,Yes
E14000924,E12000004,Sherwood,Nottinghamshire,East Midlands,England,County,2019-12-16 16:01:48.672415,Con hold,Con,Conservative,,Mark,Spencer,Steven,4055,1970-01-20,Male,Yes,Yes
E14000925,E12000003,Shipley,West Yorkshire,Yorkshire and The Humber,England,County,2019-12-14 16:19:18.038055,Con hold,Con,Conservative,"",Philip,Davies,Andrew,1565,1972-01-05,Male,Yes,Yes
E14000926,E12000005,Shrewsbury and Atcham,Shropshire,West Midlands,England,County,2019-12-14 16:14:31.327055,Con hold,Con,Conservative,"",Daniel,Kawczynski,Robert,1566,1972-01-24,Male,Yes,Yes
E14000927,E12000008,Sittingbourne and Sheppey,Kent,South East,England,County,2019-12-16 16:10:17.379795,Con hold,Con,Conservative,,Gordon,Henderson,Leonard,4050,1948-01-27,Male,Yes,Yes
E14000928,E12000003,Skipton and Ripon,North Yorkshire,Yorkshire and The Humber,England,County,2020-01-23 11:28:01.760871,Con hold,Con,Conservative,,Julian,Smith,Richard,4118,1971-08-30,Male,Yes,Yes
E14000929,E12000004,Sleaford and North Hykeham,Lincolnshire,East Midlands,England,County,2019-12-14 16:30:07.273277,Con hold,Con,Conservative,Dr,Caroline,Johnson,Elizabeth,4592,1977-12-31,Female,Yes,Yes
E14000930,E12000008,Slough,Berkshire,South East,England,Borough,2019-12-17 11:29:15.503939,Lab hold,Lab,Labour,,Tan,Dhesi,Singh,4638,1978-08-17,Male,Yes,Yes
E14000931,E12000005,Solihull,West Midlands,West Midlands,England,Borough,2019-12-17 12:04:20.252829,Con hold,Con,Conservative,"",Julian,Knight,Carlton,4410,1972-01-05,Male,Yes,Yes
E14000932,E12000009,Somerton and Frome,Somerset,South West,England,County,2019-12-17 10:25:53.907475,Con hold,Con,Conservative,"",David,Warburton,John,4526,1965-10-28,Male,Yes,Yes
E14000955,E12000008,"Southampton, Itchen",Hampshire,South East,England,Borough,2019-12-14 15:16:53.086218,Con hold,Con,Conservative,"",Royston,Smith,Matthew,4478,1964-05-13,Male,Yes,Yes
E14000956,E12000008,"Southampton, Test",Hampshire,South East,England,Borough,2019-12-14 15:15:45.060873,Lab hold,Lab,Labour,Dr,Alan,Whitehead,Patrick Vincent,62,1950-09-15,Male,Yes,Yes
N06000014,N92000002,South Antrim,Northern Ireland,Northern Ireland,Northern Ireland,County,2019-12-14 16:21:05.972026,DUP hold,DUP,Democratic Unionist Party,,Paul,Girvan,Paul,4633,1963-07-06,Male,Yes,Yes
E14000933,E12000006,South Basildon and East Thurrock,Essex,East,England,County,2019-12-14 15:45:22.811888,Con hold,Con,Conservative,"",Stephen,Metcalfe,James,4092,1966-01-09,Male,Yes,Yes
E14000934,E12000006,South Cambridgeshire,Cambridgeshire,East,England,County,2019-12-14 15:46:41.961856,Con hold,Con,Conservative,,Anthony,Browne,Howe,,1967-01-19,Male,No,No
E14000935,E12000004,South Derbyshire,Derbyshire,East Midlands,England,County,2019-12-14 16:27:43.542773,Con hold,Con,Conservative,"",Heather,Wheeler,Kay,4053,1959-05-14,Female,Yes,Yes
E14000936,E12000009,South Dorset,Dorset,South West,England,County,2019-12-16 14:42:37.227528,Con hold,Con,Conservative,,Richard,Drax,Grosvenor,4132,1958-01-29,Male,Yes,Yes
N06000015,N92000002,South Down,Northern Ireland,Northern Ireland,Northern Ireland,County,2019-12-14 16:22:09.370816,SF hold,SF,Sinn Fein,,Chris,Hazzard,John,4636,1984-08-20,Male,Yes,Yes
E14000937,E12000006,South East Cambridgeshire,Cambridgeshire,East,England,County,2019-12-17 10:41:06.469113,Con hold,Con,Conservative,,Lucy,Frazer,Claire,4517,1972-05-17,Female,Yes,Yes
E14000938,E12000009,South East Cornwall,Cornwall,South West,England,County,2019-12-14 16:18:58.004042,Con hold,Con,Conservative,Mrs,Sheryll,Murray,"",4100,1956-02-04,Female,Yes,Yes
E14000957,E12000006,Southend West,Essex,East,England,Borough,2019-12-17 10:50:58.883178,Con hold,Con,Conservative,Sir,David,Amess,Anthony Andrew,44,1952-03-26,Male,Yes,Yes
E14000939,E12000004,South Holland and The Deepings,Lincolnshire,East Midlands,England,County,2019-12-14 16:24:52.339001,Con hold,Con,Conservative,Sir,John,Hayes,Henry,350,1958-06-23,Male,Yes,Yes
E14000940,E12000004,South Leicestershire,Leicestershire,East Midlands,England,County,2019-12-14 16:22:11.80401,Con hold,Con,Conservative,"",Alberto,Costa,Castrenze,4439,1971-11-13,Male,Yes,Yes
E14000941,E12000006,South Norfolk,Norfolk,East,England,County,2019-12-14 15:47:32.229588,Con hold,Con,Conservative,Mr,Richard,Bacon,Michael,1451,1962-12-03,Male,Yes,Yes
E14000942,E12000004,South Northamptonshire,Northamptonshire,East Midlands,England,County,2019-12-16 12:47:34.58002,Con hold,Con,Conservative,"",Andrea,Leadsom,Jacqueline,4117,1963-05-13,Female,Yes,Yes
E14000958,E12000002,Southport,Merseyside,North West,England,Borough,2019-12-16 15:48:02.986362,Con hold,Con,Conservative,,Damien,Moore,"",4669,1980-04-26,Male,Yes,Yes
E14000943,E12000002,South Ribble,Lancashire,North West,England,County,2019-12-17 11:33:04.390443,Con hold,Con,Conservative,,Katherine,Fletcher,"",,,Female,No,No
E14000944,E12000001,South Shields,Tyne and Wear,North East,England,Borough,2019-12-16 13:36:55.243607,Lab hold,Lab,Labour,Mrs,Emma,Lewell-Buck,Louise,4277,1978-11-08,Female,Yes,Yes
E14000945,E12000005,South Staffordshire,Staffordshire,West Midlands,England,County,2019-12-14 16:16:18.283666,Con hold,Con,Conservative,"",Gavin,Williamson,Alexander,4108,1976-06-25,Male,Yes,Yes
E14000946,E12000006,South Suffolk,Suffolk,East,England,County,2019-12-14 15:48:24.004194,Con hold,Con,Conservative,,James,Cartlidge,Roger,4519,1974-04-30,Male,Yes,Yes
E14000947,E12000009,South Swindon,Wiltshire,South West,England,County,2019-12-16 13:37:20.310775,Con hold,Con,Conservative,"",Robert,Buckland,James,4106,1968-09-22,Male,Yes,Yes
E14000948,E12000008,South Thanet,Kent,South East,England,County,2019-12-14 15:10:26.266784,Con hold,Con,Conservative,,Craig,Mackinlay,"",4529,1966-10-07,Male,Yes,Yes
E14000949,E12000006,South West Bedfordshire,Bedfordshire,East,England,County,2019-12-14 15:50:34.575249,Con hold,Con,Conservative,,Andrew,Selous,Edmund Armstrong,1453,1962-04-27,Male,Yes,Yes
E14000950,E12000009,South West Devon,Devon,South West,England,County,2019-12-17 11:25:17.517007,Con hold,Con,Conservative,Sir,Gary,Streeter,Nicholas,234,1955-10-02,Male,Yes,Yes
E14000951,E12000006,South West Hertfordshire,Hertfordshire,East,England,County,2019-12-16 13:36:24.122585,Con hold,Con,Conservative,,Gagan,Mohindra,"",,,Male,No,No
E14000952,E12000006,South West Norfolk,Norfolk,East,England,County,2019-12-18 13:23:06.688164,Con hold,Con,Conservative,,Elizabeth,Truss,Mary,4097,1975-07-26,Female,Yes,Yes
E14000953,E12000008,South West Surrey,Surrey,South East,England,County,2019-12-16 15:49:50.911625,Con hold,Con,Conservative,Mr,Jeremy,Hunt,Richard Streynsham,1572,1966-11-01,Male,Yes,Yes
E14000954,E12000009,South West Wiltshire,Wiltshire,South West,England,County,2019-12-17 11:27:36.405114,Con hold,Con,Conservative,Dr,Andrew,Murrison,William,1466,1961-04-24,Male,Yes,Yes
E14000959,E12000008,Spelthorne,Surrey,South East,England,Borough,2019-12-14 15:08:45.19341,Con hold,Con,Conservative,,Kwasi,Kwarteng,Alfred Addo,4134,1975-05-26,Male,Yes,Yes
E14000965,E12000005,Stafford,Staffordshire,West Midlands,England,County,2019-12-16 15:41:09.168199,Con hold,Con,Conservative,,Theo,Clarke,"",,,Female,No,No
E14000966,E12000005,Staffordshire Moorlands,Staffordshire,West Midlands,England,County,2019-12-16 15:42:13.57551,Con hold,Con,Conservative,"",Karen,Bradley,Anne,4110,1970-03-12,Female,Yes,Yes
E14000960,E12000006,St Albans,Hertfordshire,East,England,County,2019-12-16 15:19:26.359721,LD gain from Con,LD,Liberal Democrat,,Daisy,Cooper,"",,,Female,No,No
E14000967,E12000002,Stalybridge and Hyde,Greater Manchester,North West,England,County,2019-12-14 16:22:23.319076,Lab hold,Lab,Labour and Co-operative,,Jonathan,Reynolds,Neil,4119,1980-08-28,Male,Yes,Yes
E14000961,E12000009,St Austell and Newquay,Cornwall,South West,England,County,2019-12-14 16:16:29.072597,Con hold,Con,Conservative,,Steve,Double,Daniel,4452,1966-12-19,Male,Yes,Yes
E14000968,E12000006,Stevenage,Hertfordshire,East,England,County,2019-12-16 13:34:28.374143,Con hold,Con,Conservative,,Stephen,McPartland,Anthony,4093,1976-08-09,Male,Yes,Yes
E14000962,E12000002,St Helens North,Merseyside,North West,England,Borough,2019-12-16 15:30:07.709053,Lab hold,Lab,Labour,,Conor,McGinn,Patrick,4458,1984-07-31,Male,Yes,Yes
E14000963,E12000002,St Helens South and Whiston,Merseyside,North West,England,Borough,2019-12-16 15:31:07.181902,Lab hold,Lab,Labour,Ms,Marie,Rimmer,Elizabeth,4457,1947-04-27,Female,Yes,Yes
S14000057,S92000003,Stirling,Scotland,Scotland,Scotland,County,2019-12-14 16:35:59.876152,SNP gain from Con,SNP,Scottish National Party,,Alyn,Smith,Edward,,1973-09-15,Male,No,No
E14000964,E12000009,St Ives,Cornwall,South West,England,County,2019-12-18 12:01:41.427188,Con hold,Con,Conservative,"",Derek,Thomas,"",4532,1972-07-20,Male,Yes,Yes
E14000969,E12000002,Stockport,Greater Manchester,North West,England,Borough,2019-12-14 16:23:35.74367,Lab hold,Lab,Labour,,Navendu,Mishra,Prabhat,,,Male,No,No
E14000970,E12000001,Stockton North,Cleveland,North East,England,Borough,2019-12-14 15:48:05.029401,Lab hold,Lab,Labour,,Alex,Cunningham,"",4122,1955-05-01,Male,Yes,Yes
E14000971,E12000001,Stockton South,Cleveland,North East,England,Borough,2019-12-14 15:49:25.288185,Con gain from Lab,Con,Conservative,,Matt,Vickers,"",,,Male,No,No
E14000972,E12000005,Stoke-On-Trent Central,Staffordshire,West Midlands,England,Borough,2019-12-14 16:28:43.338644,Con gain from Lab Coop,Con,Conservative,,Jo,Gideon,"",,,Female,No,No
E14000973,E12000005,Stoke-On-Trent North,Staffordshire,West Midlands,England,Borough,2020-01-28 12:35:46.513198,Con gain from Lab,Con,Conservative,,Jonathan,Gullis,Edward,,,Male,No,No
E14000974,E12000005,Stoke-On-Trent South,Staffordshire,West Midlands,England,Borough,2019-12-17 11:21:25.629317,Con hold,Con,Conservative,"",Jack,Brereton,Edgar,4643,1991-05-03,Male,Yes,Yes
E14000975,E12000005,Stone,Staffordshire,West Midlands,England,County,2019-12-16 15:25:12.170991,Con hold,Con,Conservative,Sir,William,Cash,Nigel Paul,288,1940-05-10,Male,Yes,Yes
E14000976,E12000005,Stourbridge,West Midlands,West Midlands,England,Borough,2019-12-17 12:33:07.771152,Con hold,Con,Conservative,,Suzanne,Webb,"",,,Female,No,No
N06000016,N92000002,Strangford,Northern Ireland,Northern Ireland,Northern Ireland,County,2019-12-14 16:23:14.36283,DUP hold,DUP,Democratic Unionist Party,,Jim,Shannon,"",4131,1955-03-25,Male,Yes,Yes
E14000977,E12000005,Stratford-On-Avon,Warwickshire,West Midlands,England,County,2019-12-14 16:32:20.138986,Con hold,Con,Conservative,"",Nadhim,Zahawi,"",4113,1967-06-02,Male,Yes,Yes
E14000978,E12000007,Streatham,London,London,England,Borough,2019-12-16 14:51:06.373305,Lab hold,Lab,Labour,,Bell,Ribeiro-Addy,"",,,Female,No,No
E14000979,E12000002,Stretford and Urmston,Greater Manchester,North West,England,Borough,2019-12-16 14:27:56.874454,Lab hold,Lab,Labour,,Kate,Green,Anne,4120,1960-05-02,Female,Yes,Yes
E14000980,E12000009,Stroud,Gloucestershire,South West,England,County,2019-12-14 16:13:39.134967,Con gain from Lab Coop,Con,Conservative,,Siobhan,Baillie,Kathleen,,,Female,No,No
E14000981,E12000006,Suffolk Coastal,Suffolk,East,England,County,2019-12-14 15:53:57.151353,Con hold,Con,Conservative,Dr,Thérèse,Coffey,Anne,4098,1971-11-18,Female,Yes,Yes
E14000982,E12000001,Sunderland Central,Tyne and Wear,North East,England,Borough,2019-12-14 15:50:41.293138,Lab hold,Lab,Labour,"",Julie,Elliott,"",4127,1963-07-29,Female,Yes,Yes
E14000983,E12000008,Surrey Heath,Surrey,South East,England,County,2019-12-16 15:49:52.05062,Con hold,Con,Conservative,,Michael,Gove,Andrew,1571,1967-08-26,Male,Yes,Yes
E14000984,E12000007,Sutton and Cheam,London,London,England,Borough,2019-12-16 15:14:20.688521,Con hold,Con,Conservative,,Paul,Scully,Stuart,4414,1968-04-29,Male,Yes,Yes
